Query name,Predicted enzyme class,Predicted substrate specificity
ADQ74621.1_Pseudomonas_putida_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AAL65279.1_Pseudomonas_fluorescens_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AHH53502.1_Saccharomonospora_sp._C6.through.C11_mediumchain_FAAL,FAAL,C6 through C11
AAC26134.1_Streptomyces_griseus_unknown.other_other_OTHER,ARYL,cinnamate and succinylbenzoate derivatives
AJT38684.1_Streptomyces_griseus_unknown.other_other_OTHER,ARYL,C2 through C5
AMEG_HIPS_SALB_00478_Streptomyces_alboniger_unknown.other_other_OTHER,ARYL,cinnamate and succinylbenzoate derivatives
AFO59871.1_Streptomyces_sp._C6.through.C11_mediumchain_MACS,ARYL,C6 through C11
CAE53367.1_Actinoplanes_teichomyceticus_C6.through.C11_mediumchain_MACS,MACS,C6 through C11
CAG15025.1_Actinoplanes_teichomyceticus_C6.through.C11_mediumchain_MACS,MACS,C6 through C11
ALA09345.1_Micromonospora_sp._C2.through.C5_shortchain_NRPS,NRPS,C2 through C5
ACN52300.1_Streptomyces_laurentii_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
ATY72527.1_Streptomyces_thioluteus_C2.through.C5_shortchain_OTHER,LACS,C12 through C17
AHH34187.1_Moorea_bouillonii_C12.through.C17_longchain_FAAL,FAAL,C12 through C17
AHH34188.1_Moorea_producens_C12.through.C17_longchain_FAAL,FAAL,C12 through C17
CUW01185.1_Streptomyces_caniferus_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
CAD32910.2_Actinoplanes_friuliensis_C12.through.C17_longchain_FAAL,FAAL,C12 through C17
ABF88003.1_Myxococcus_xanthus_C12.through.C17_longchain_LACS,ARYL,C12 through C17
WP_028678153.1_Salinispora_arenicola_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AFV52187.1_Streptoalloteichus_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
WP_010639243.1_Streptomyces_sp._cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
YP_856992.1_Aeromonas_hydrophila_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
CAB15188.1_Bacillus_subtilis_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
CAJ45636.1_Vibrio_anguillarum_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AEI70243.1_Paenibacillus_elgii_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AVR52597.1_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
BAC87906.1_Acinetobacter_baumannii_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
ACU36660.1_Actinosynnema_mirum_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
ABS75234.1_Bacillus_amyloliquefaciens_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AAG31128.1_Stigmatella_aurantiaca_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AAZ55904.1_Thermobifida_fusca_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
DT87_RS23320_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
CAJ87594.1_Escherichia_coli_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
BAH33406.1_Rhodococcus_erythropolis_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
CAG69514.1_Acinetobacter_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
ACR11042.1_Teredinibacter_turnerae_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AOE23577.1_Streptomyces_diastatochromogenes_C2.through.C5_shortchain_NRPS,NRPS,C2 through C5
EHA28233.1_Aspergillus_niger_C6.through.C11_mediumchain_MACS,MACS,C6 through C11
ADI58643.1_Streptomyces_nodosus_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AAD32719.1_Streptomyces_lavendulae_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
CBF87076.1_Aspergillus_nidulans_C6.through.C11_mediumchain_MACS,ARYL,cinnamate and succinylbenzoate derivatives
CAJ34366.1_Micromonospora_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
EYT83440.1_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AGN74880.1_Streptomyces_griseoviridis_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
ALE27504.1_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AEF33098.1_Streptomyces_pyridomyceticus_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
ABC42549.1_Streptomyces_hygroscopicus_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AAP25875.1_Bacillus_anthracis_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
AIS24844.1_Streptomyces_netropsis_unknown.other_other_OTHER,ARYL,cinnamate and succinylbenzoate derivatives
AAQ82561.1_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
ABQ04108.1_Flavobacterium_johnsoniae_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
ADI58647.1_Streptomyces_nodosus_amino.acid_aminoacid_NRPS,ARYL,C12 through C17
ABJ90146.1_Streptomyces_ghanaensis_amino.acid_aminoacid_NRPS,ARYL,C12 through C17
AGY30675.1_Streptomyces_calvus_amino.acid_aminoacid_NRPS,ARYL,C12 through C17
BAO73255.1_Lecanicillium_sp._C12.through.C17_longchain_FAAL,FAAL,C12 through C17
ABY83140.1_Streptomyces_sahachiroi_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AFB35629.1_Streptomyces_antibioticus_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
EYT83445.1_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
ATV95617.1_Amycolatopsis_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
CBK62721.1_Pseudoalteromonas_sp._C6.through.C11_mediumchain_FAAL,ARYL,C6 through C11
CBK62739.1_Pseudoalteromonas_sp._C6.through.C11_mediumchain_FAAL,FAAL,C6 through C11
ABD65965.1_Streptomyces_fungicidicus_C6.through.C11_mediumchain_MACS,MACS,C6 through C11
BAH83502.1_Alternaria_alternata_C6.through.C11_mediumchain_MACS,MACS,C6 through C11
PLB46276.1_Aspergillus_steynii_C2.through.C5_shortchain_SACS,ARYL,C2 through C5
CAC20930.1_Streptomyces_natalensis_C2.through.C5_shortchain_SACS,SACS,aryl and biaryl derivatives
BAE78973.1_Streptomyces_sp._C2.through.C5_shortchain_SACS,SACS,C12 through C17
AAL15617.1_Streptomyces_antibioticus_C2.through.C5_shortchain_SACS,SACS,C2 through C5
EAL85117.1_Aspergillus_fumigatus_C2.through.C5_shortchain_SACS,SACS,C2 through C5
CAI94706.1_Streptomyces_achromogenes_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
AAX98210.1_Streptomyces_aizunensis_amino.acid_aminoacid_NRPS,ARYL,C12 through C17
AWX24488.1_Streptomyces_conglobatus_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
CCA54214.1_Streptomyces_venezuelae_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AEF16051.1_Streptomyces_vinaceusdrappus_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AKA59431.1_uncultured_bacterium_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
ADC96666.1_Streptomyces_sp._C12.through.C17_longchain_LACS,LACS,C12 through C17
AEF16021.1_Streptomyces_viridochromogenes_C12.through.C17_longchain_FAAL,FAAL,C12 through C17
AAF81733.1_Streptomyces_maritimus_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
ADI58632.1_Streptomyces_nodosus_C6.through.C11_mediumchain_MACS,MACS,C6 through C11
BAO66547.1_Streptomyces_sp._C6.through.C11_mediumchain_MACS,MACS,C6 through C11
BBC48402.1_Streptomyces_sp._C6.through.C11_mediumchain_MACS,MACS,C6 through C11
ADB02855.1_Kibdelosporangium_sp._amino.acid_aminoacid_NRPS,LACS,C12 through C17
AMB48444.1_Nostoc_sp._C6.through.C11_mediumchain_FAAL,FAAL,C6 through C11
AAX31555.1_Streptomyces_roseosporus_C6.through.C11_mediumchain_FAAL,FAAL,C12 through C17
AQA28568.1_Nostoc_sp._C6.through.C11_mediumchain_FAAL,FAAL,C6 through C11
AAZ23074.1_Streptomyces_fradiae_C6.through.C11_mediumchain_FAAL,FAAL,C12 through C17
AHZ20766.1_Anabaena_sp._C12.through.C17_longchain_FAAL,FAAL,C12 through C17
ACY02013.1_Pseudomonas_sp._C2.through.C5_shortchain_OTHER,ARYL,aryl and biaryl derivatives
CAH10130.1_Streptomyces_sp._cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
KGO40476.1_Penicillium_expansum_C6.through.C11_mediumchain_MACS,MACS,C6 through C11
AKL71641.1_Nostoc_sp._C6.through.C11_mediumchain_FAAL,FAAL,C12 through C17
AQX77690.1_Nodularia_sp._C6.through.C11_mediumchain_FAAL,FAAL,C6 through C11
AAY42393.1_Lyngbya_majuscula_C6.through.C11_mediumchain_MACS,FAAL,C6 through C11
AAS98774.1_Lyngbya_majuscula_C6.through.C11_mediumchain_FAAL,FAAL,C6 through C11
AMM63166.1_Aspergillus_nidulans_C18.and.up.or.bile.acid_verylongchainbile_VLACSBILE,FAAL,C18 and up or bile acid
WP_091614382.1_Amycolatopsis_saalfeldensis_C12.through.C17_longchain_LACS,ARYL,cinnamate and succinylbenzoate derivatives
ATY12791.1_Amycolatopsis_sp._C12.through.C17_longchain_LACS,LACS,C12 through C17
AHD25943.1_Amycolatopsis_sulphurea_C2.through.C5_shortchain_SACS,SACS,C2 through C5
AAL01056.1_Photobacterium_profundum_median.beta.hydroxyacid_medianbetahydroxyacidlong_BLS,BLS,median beta hydroxyacid
AAW85344.1_Vibrio_fischeri_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
AAN79659.1_Escherichia_coli_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
AAM12937.1_Pseudomonas_fluorescens_C12.through.C17_longchain_FAAL,FAAL,C12 through C17
EWG54274.1_Fusarium_verticillioides_amino.acid_aminoacid_NRPS,ARYL,aryl and biaryl derivatives
ACD75096.1_Enterobacter_cloacae_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
BAK64635.1_Streptomyces_sp._C6.through.C11_mediumchain_MACS,MACS,C6 through C11
CAO85890.1_Streptomyces_orinoci_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AFB35623.1_Streptomyces_antibioticus_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
ALE27502.1_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
WP_030684664.1_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
OAQ83766.1_Purpureocillium_lilacinum_aryl.and.biaryl.derivatives_aryl_ARYL,NRPS,aryl and biaryl derivatives
CBW54662.1_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AAL06665.1_Streptomyces_globisporus_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
CAI47662.1_Streptoalloteichus_hindustanus_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
ANY94435.1_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AHN91924.1_Streptomyces_sp._cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
CCC55917.1_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AFD30957.1_Actinoalloteichus_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
BAE98151.1_Streptomyces_lasaliensis_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
CAP20363.1_Streptococcus_equi_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
ADB92576.1_Streptomyces_caelestis_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
EFL06871.1_Streptomyces_sp._aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
CAA73130.1_Yersinia_enterocolitica_aryl.and.biaryl.derivatives_aryl_ARYL,ARYL,aryl and biaryl derivatives
AEA60663.1_Burkholderia_gladioli_C18.and.up.or.bile.acid_verylongchainbile_FAAL,FAAL,C18 and up or bile acid
AAN32979.1_Lyngbya_majuscula_amino.acid_aminoacid_NRPS,ARYL,bulky mainly phenyl derivatives aa
AEW31026.1_Bacillus_subtilis_C2.through.C5_shortchain_SACS,SACS,C12 through C17
BAG21072.1_Streptomyces_griseus_aryl.and.biaryl.derivatives_aryl_CAR,ARYL,aryl and biaryl derivatives
OAP25805.1_Amycolatopsis_sp._C12.through.C17_longchain_LACS,LACS,C12 through C17
WP_048832939.1_Streptomyces_varsoviensis_aryl.and.biaryl.derivatives_aryl_CAR,ARYL,C2 through C5
AVH76814.1_Microbacterium_arborescens_C12.through.C17_longchain_FAAL,ARYL,C12 through C17
4CL1_ORYSJ_Oryza_sativa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
4CL4_ORYSJ_Oryza_sativa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
4CL5_ORYSJ_Oryza_sativa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
4CLL6_ARATH_Arabidopsis_thaliana_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
4CLL1_ORYSJ_Oryza_sativa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
4CLL3_ARATH_Arabidopsis_thaliana_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
4CLL6_ORYSJ_Oryza_sativa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
4CLL5_ORYSJ_Oryza_sativa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
4CLL2_ARATH_Arabidopsis_thaliana_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
4CLL7_ORYSJ_Oryza_sativa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
4CLL4_ORYSJ_Oryza_sativa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
D3GE78_PENCH_Penicillium_chrysogenum_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
V9I5V9_9FABA_Caragana_korshinskii_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,C12 through C17
Q84K86_NICSY_Nicotiana_sylvestris_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
H2BER4_SOYBN_Glycine_max_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
B4FG98_MAIZE_Zea_mays_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A178W9C1_ARATH_Arabidopsis_thaliana_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A0B4L7M5_9MONI_Dryopteris_fragrans_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A0B4L7V8_9MONI_Dryopteris_fragrans_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A0B4L7S2_9MONI_Dryopteris_fragrans_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A023JEA3_9MONI_Dryopteris_fragrans_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A0A1ERE6_ALBBR_Albuca_bracteata_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,C2 through C5
A0A0M4L8I0_MORAL_Morus_alba_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
H9U3A4_9ROSA_Malus_hybrid_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A1B0YZC3_DAUCA_Daucus_carota_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
J7FPQ8_COFAR_Coffea_arabica_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
U5MY99_PINTA_Pinus_taeda_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
B8Q219_9LAMI_Paulownia_sp._cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A142D8E0_9CARY_Silene_littorea_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A166IKK3_CURLO_Curcuma_longa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A0A1ETJ8_ALBBR_Albuca_bracteata_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A0A1EW34_ALBBR_Albuca_bracteata_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
Q9M7S3_LOLPR_Lolium_perenne_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A291FH95_GLELI_Glehnia_littoralis_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A2S1VVT1_BOENI_Boehmeria_nivea_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
B6TNE1_MAIZE_Zea_mays_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
L7Z9J1_LONJA_Lonicera_japonica_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
W8AES8_CERCA_Ceratitis_capitata_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,C2 through C5
W8AWW8_CERCA_Ceratitis_capitata_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
W8C922_CERCA_Ceratitis_capitata_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
W8AQQ0_CERCA_Ceratitis_capitata_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
W8C6H7_CERCA_Ceratitis_capitata_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
F1L2X8_ASCSU_Ascaris_suum_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A2P2HZY6_9CRUS_Hirondellea_gigas_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A2P2HZM9_9CRUS_Hirondellea_gigas_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A2P2HWH1_9CRUS_Hirondellea_gigas_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
V9IB74_APICE_Apis_cerana_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
V9IC50_APICE_Apis_cerana_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A7KUK6_PENCH_Penicillium_chrysogenum_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
O74725_PENCH_Penicillium_chrysogenum_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A0A7MAE8_9HOMO_Inonotus_obliquus_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A346TLE8_NARPA_Narcissus_papyraceus_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A346TLE9_NARPA_Narcissus_papyraceus_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A1D8KVT6_MORAL_Morus_alba_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
Q8S564_SOYBN_Glycine_max_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A0K0K9L1_ISATI_Isatis_tinctoria_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A1L6K4D1_POPTO_Populus_tomentosa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A1L6K5P1_POPTO_Populus_tomentosa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A1L6K510_POPTO_Populus_tomentosa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A1L6K4W1_POPTO_Populus_tomentosa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A3G2GRN2_EUCUL_Eucommia_ulmoides_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A089WWI7_BETPN_Betula_pendula_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
Q0GZS1_9BORA_Arnebia_euchroma_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A1L6K473_POPTO_Populus_tomentosa_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A2I4JM60_SESIN_Sesamum_indicum_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A1I9K5X5_9ASPA_Dendrobium_officinale_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A2I4JM58_SESIN_Sesamum_indicum_cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
A0A1B1QEL4_9PLEO_Alternaria_sp._cinnamate.and.succinylbenzoate.derivatives_aryl_ARYL,ARYL,cinnamate and succinylbenzoate derivatives
